longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,house_prices
-122.45,37.7,46.0,2193.0,499.0,1814.0,489.0,4.0125,NEAR OCEAN,225509.45
-121.91,37.26,32.0,3776.0,620.0,1790.0,612.0,5.4675,<1H OCEAN,284365.22
-118.13,34.11,52.0,2568.0,345.0,1102.0,345.0,9.1373,<1H OCEAN,471548.25
-122.43,37.79,24.0,2459.0,1001.0,1362.0,957.0,2.6782,NEAR BAY,259029.5
-117.94,34.03,35.0,1499.0,289.0,1112.0,268.0,3.83,<1H OCEAN,155967.48
-118.33,34.1,48.0,1116.0,524.0,1610.0,483.0,1.625,<1H OCEAN,255685.55
-121.3,38.73,9.0,5558.0,1099.0,2717.0,1043.0,3.6455,INLAND,127923.86
-117.98,34.02,33.0,3512.0,632.0,1971.0,598.0,4.4653,<1H OCEAN,195246.03
-116.88,33.02,16.0,3204.0,541.0,1818.0,529.0,5.2596,<1H OCEAN,199283.03
-117.15,32.76,40.0,1809.0,474.0,826.0,456.0,2.6518,NEAR OCEAN,189822.0
-119.05,35.32,11.0,7035.0,1455.0,3525.0,1387.0,3.4827,INLAND,97406.59
-118.28,33.94,44.0,1631.0,338.0,1197.0,355.0,3.0788,<1H OCEAN,128135.41
-118.3,34.06,20.0,1782.0,896.0,1749.0,823.0,2.2094,<1H OCEAN,312190.0
-120.21,36.98,21.0,1667.0,303.0,861.0,276.0,2.6012,INLAND,98141.6
-118.19,34.04,43.0,1682.0,422.0,1706.0,409.0,2.1029,<1H OCEAN,142612.14
-121.07,39.04,9.0,2374.0,372.0,884.0,333.0,4.5042,INLAND,200913.69
-120.98,37.65,36.0,826.0,167.0,432.0,150.0,2.5,INLAND,107329.88
-122.17,39.94,32.0,2352.0,477.0,1316.0,447.0,2.2292,INLAND,55511.168
-123.24,39.81,25.0,1435.0,304.0,746.0,259.0,1.7788,INLAND,65316.895
-122.34,37.94,42.0,2206.0,451.0,989.0,444.0,3.125,NEAR BAY,166948.86
-122.84,38.42,29.0,2756.0,551.0,1381.0,531.0,2.9625,<1H OCEAN,175782.69
-121.96,37.29,24.0,1240.0,263.0,690.0,276.0,5.0,<1H OCEAN,254617.92
-121.94,38.37,17.0,7973.0,1591.0,2899.0,1502.0,2.8357,INLAND,154926.36
-118.42,34.14,27.0,3990.0,892.0,1417.0,800.0,4.0439,<1H OCEAN,428032.84
-122.38,37.73,40.0,543.0,,259.0,89.0,2.2167,NEAR BAY,225959.62
-118.09,34.12,38.0,1713.0,285.0,779.0,286.0,5.6152,<1H OCEAN,356928.28
-119.06,34.22,13.0,4175.0,1321.0,2257.0,1271.0,3.1446,<1H OCEAN,189937.53
-116.9,32.79,21.0,3770.0,491.0,1410.0,446.0,6.7685,<1H OCEAN,288496.97
-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,NEAR BAY,185197.56
-117.97,34.05,34.0,2050.0,495.0,1832.0,465.0,2.8333,<1H OCEAN,167679.22
-116.39,33.69,10.0,11659.0,2007.0,2186.0,1083.0,6.9833,INLAND,314610.84
-116.94,32.8,28.0,3042.0,729.0,1964.0,703.0,2.4141,<1H OCEAN,122734.03
-119.7,34.43,52.0,977.0,289.0,412.0,272.0,2.125,<1H OCEAN,284682.6
-121.93,37.05,14.0,679.0,108.0,306.0,113.0,6.4214,<1H OCEAN,299495.7
-122.07,37.33,13.0,2173.0,349.0,891.0,345.0,8.0158,<1H OCEAN,454502.25
-118.21,34.17,24.0,8590.0,1231.0,3401.0,1178.0,8.1325,<1H OCEAN,451820.28
-117.26,32.97,25.0,2582.0,495.0,1088.0,471.0,6.4651,NEAR OCEAN,388271.75
-119.18,34.19,36.0,4519.0,1081.0,4818.0,1061.0,2.8561,NEAR OCEAN,197552.22
-121.51,38.57,36.0,613.0,166.0,425.0,147.0,2.2031,INLAND,105301.984
-121.81,37.26,16.0,1911.0,327.0,1158.0,332.0,5.9359,<1H OCEAN,245206.28
-117.22,33.14,5.0,4576.0,848.0,2314.0,705.0,5.0123,NEAR OCEAN,232897.94
-122.11,37.11,46.0,1993.0,404.0,850.0,327.0,5.208,NEAR OCEAN,264298.66
-122.03,37.27,25.0,4460.0,553.0,1608.0,561.0,10.7958,<1H OCEAN,499485.28
-122.02,37.92,26.0,5077.0,640.0,1872.0,636.0,7.4713,NEAR BAY,380612.84
-118.47,34.19,41.0,1104.0,196.0,495.0,196.0,5.0929,<1H OCEAN,258771.88
-124.1,40.5,30.0,1927.0,393.0,996.0,374.0,2.2357,<1H OCEAN,80688.7
-119.67,34.42,23.0,1333.0,393.0,1369.0,381.0,2.5947,<1H OCEAN,245823.66
-122.12,37.37,37.0,1446.0,181.0,549.0,190.0,10.7355,NEAR BAY,506253.1
-118.22,34.1,33.0,1903.0,386.0,1187.0,340.0,4.0469,<1H OCEAN,200134.2
-119.85,36.8,14.0,1876.0,324.0,1031.0,311.0,3.6563,INLAND,88917.61
-118.55,34.03,35.0,9075.0,1858.0,3646.0,1724.0,6.0307,<1H OCEAN,466171.72
-122.15,37.72,47.0,1190.0,251.0,540.0,266.0,3.375,NEAR BAY,186590.03
-122.27,40.53,17.0,2255.0,416.0,1171.0,411.0,2.875,INLAND,83784.43
-122.26,37.8,20.0,2373.0,779.0,1659.0,676.0,1.6929,NEAR BAY,188452.5
-117.18,32.83,31.0,1772.0,353.0,1090.0,350.0,3.9265,NEAR OCEAN,173859.64
-118.43,34.29,39.0,1769.0,410.0,1499.0,390.0,3.1212,<1H OCEAN,160203.16
-122.24,37.79,43.0,1626.0,376.0,1284.0,357.0,2.2542,NEAR BAY,130129.375
-117.8,33.68,5.0,623.0,146.0,396.0,136.0,3.631,<1H OCEAN,231552.5
-118.12,33.91,36.0,2053.0,386.0,1023.0,394.0,3.0,<1H OCEAN,196636.27
-122.29,37.54,39.0,1459.0,285.0,761.0,291.0,5.0081,NEAR OCEAN,324749.88
-123.25,38.54,27.0,3658.0,764.0,1278.0,518.0,3.3536,NEAR OCEAN,202628.28
-117.61,33.67,3.0,4541.0,720.0,1600.0,583.0,6.8004,<1H OCEAN,254097.48
-117.03,32.6,26.0,1335.0,224.0,742.0,215.0,5.152,NEAR OCEAN,161270.53
-118.41,33.96,44.0,1802.0,306.0,753.0,282.0,6.0286,<1H OCEAN,393682.7
-122.26,38.11,52.0,793.0,216.0,505.0,194.0,1.9667,NEAR BAY,111942.62
-120.6,37.35,34.0,1722.0,316.0,904.0,315.0,2.4653,INLAND,90143.41
-118.09,34.05,22.0,1764.0,357.0,1379.0,363.0,3.5357,<1H OCEAN,183406.12
-119.85,36.77,27.0,1510.0,344.0,847.0,295.0,2.9315,INLAND,70634.02
-118.22,33.89,41.0,990.0,228.0,776.0,207.0,2.125,<1H OCEAN,112558.18
-121.1,38.92,21.0,4064.0,871.0,1847.0,859.0,3.0321,INLAND,166050.84
-120.83,37.79,16.0,893.0,164.0,548.0,155.0,3.6875,INLAND,149199.81
-122.3,41.32,13.0,2300.0,513.0,1151.0,488.0,2.1571,INLAND,78537.05
-117.17,32.82,24.0,1623.0,417.0,911.0,397.0,2.7401,NEAR OCEAN,174455.33
-118.63,34.11,35.0,3795.0,690.0,1521.0,653.0,5.8735,<1H OCEAN,406448.12
-115.56,32.78,29.0,1568.0,283.0,848.0,245.0,3.1597,INLAND,79163.87
-118.33,34.0,47.0,825.0,187.0,416.0,173.0,2.3333,<1H OCEAN,147294.5
-118.01,33.95,37.0,1165.0,210.0,627.0,221.0,4.6923,<1H OCEAN,197040.84
-118.2,33.82,34.0,2807.0,768.0,2217.0,744.0,2.4286,NEAR OCEAN,162585.95
-116.91,32.8,32.0,1943.0,287.0,1081.0,292.0,5.6846,<1H OCEAN,190131.4
-118.36,33.96,26.0,3543.0,,2742.0,951.0,2.5504,<1H OCEAN,173577.08
-122.24,37.82,52.0,3665.0,517.0,1470.0,520.0,6.155,NEAR BAY,379707.62
-117.66,33.59,18.0,4552.0,706.0,1918.0,671.0,7.5791,<1H OCEAN,309393.66
-118.28,33.78,37.0,1212.0,304.0,1076.0,293.0,3.2115,<1H OCEAN,177329.5
-119.66,36.33,16.0,2048.0,373.0,1052.0,388.0,4.0909,INLAND,109090.016
-122.11,37.4,31.0,2836.0,490.0,1138.0,481.0,4.9519,NEAR BAY,373807.34
-121.96,37.35,37.0,1755.0,325.0,699.0,321.0,3.925,<1H OCEAN,274990.4
-119.28,36.32,16.0,2812.0,514.0,1620.0,523.0,3.7404,INLAND,88705.0
-122.44,37.78,16.0,883.0,236.0,601.0,219.0,2.151,NEAR BAY,188355.03
-122.21,37.49,24.0,2528.0,947.0,2437.0,861.0,2.2746,NEAR BAY,182015.72
-118.42,34.2,34.0,161.0,48.0,66.0,33.0,1.0,<1H OCEAN,183653.56
-118.12,34.07,45.0,1770.0,423.0,1410.0,389.0,3.0592,<1H OCEAN,200914.27
-118.3,34.0,52.0,1743.0,421.0,1206.0,384.0,1.6875,<1H OCEAN,107171.92
-118.59,34.21,17.0,2737.0,868.0,2924.0,785.0,2.5797,<1H OCEAN,187473.36
-116.31,33.67,15.0,2214.0,410.0,1152.0,350.0,2.9187,INLAND,117166.99
-117.28,33.1,13.0,2644.0,422.0,1197.0,399.0,6.5338,NEAR OCEAN,297780.47
-117.24,32.95,18.0,1591.0,268.0,547.0,243.0,5.9547,NEAR OCEAN,338407.1
-121.31,38.68,22.0,1194.0,207.0,545.0,223.0,3.8603,INLAND,126825.24
-122.04,37.97,21.0,6445.0,1839.0,3621.0,1735.0,2.5841,NEAR BAY,140922.84
-122.25,38.09,48.0,833.0,188.0,652.0,165.0,2.2417,NEAR BAY,98214.94
-121.95,37.33,36.0,1683.0,286.0,740.0,324.0,4.7604,<1H OCEAN,286447.53
-122.67,38.24,29.0,2644.0,464.0,1372.0,450.0,5.0544,<1H OCEAN,218349.45
-119.81,36.71,25.0,1026.0,221.0,789.0,183.0,1.5625,INLAND,50528.086
-118.39,34.08,52.0,1244.0,304.0,444.0,282.0,3.5114,<1H OCEAN,414845.28
-118.5,34.23,26.0,3082.0,573.0,1590.0,586.0,4.5167,<1H OCEAN,238283.2
-118.98,35.35,21.0,496.0,131.0,511.0,124.0,1.7614,INLAND,56712.434
-119.79,36.79,26.0,1700.0,423.0,909.0,386.0,2.256,INLAND,71776.99
-117.88,34.14,23.0,2308.0,322.0,1001.0,317.0,7.5112,INLAND,315525.78
-117.81,33.77,31.0,4624.0,624.0,1852.0,635.0,7.2392,<1H OCEAN,330749.88
-122.87,38.68,32.0,4073.0,718.0,2053.0,629.0,3.7352,<1H OCEAN,198813.11
-118.62,34.22,34.0,2633.0,471.0,1313.0,428.0,4.0909,<1H OCEAN,228937.75
-119.83,36.77,32.0,2867.0,615.0,1705.0,570.0,2.4286,INLAND,66810.01
-121.38,38.68,40.0,67.0,17.0,50.0,32.0,1.7596,INLAND,108275.59
-122.96,38.26,20.0,1982.0,358.0,308.0,132.0,3.1429,NEAR OCEAN,243778.72
-117.07,34.05,14.0,5764.0,1006.0,1876.0,841.0,1.9694,INLAND,112903.516
-122.21,37.43,33.0,1606.0,254.0,727.0,271.0,8.6963,NEAR OCEAN,476227.25
-117.44,33.99,12.0,9966.0,1517.0,5008.0,1492.0,4.5625,INLAND,159323.67
-117.87,33.63,9.0,6163.0,1004.0,1912.0,903.0,10.8289,<1H OCEAN,530008.8
-117.24,34.04,5.0,1775.0,234.0,726.0,222.0,7.978,INLAND,280009.78
-117.91,33.65,24.0,885.0,321.0,590.0,254.0,2.625,<1H OCEAN,250319.16
-117.62,34.03,15.0,3942.0,661.0,2240.0,621.0,4.8311,INLAND,164475.9
-117.03,32.97,16.0,3936.0,694.0,1935.0,659.0,4.5625,<1H OCEAN,176053.6
-117.01,33.75,15.0,2873.0,903.0,1094.0,659.0,1.8015,INLAND,103040.72
-121.29,37.96,48.0,1778.0,541.0,1237.0,462.0,1.3438,INLAND,65554.43
-122.04,37.37,23.0,5135.0,911.0,2351.0,863.0,5.2319,<1H OCEAN,361458.03
-118.39,33.85,17.0,1610.0,379.0,670.0,341.0,4.3594,<1H OCEAN,383886.72
-118.3,34.26,42.0,2186.0,423.0,1145.0,439.0,4.81,<1H OCEAN,225748.67
-122.19,37.73,45.0,1528.0,291.0,801.0,287.0,1.2625,NEAR BAY,98065.555
-117.25,32.8,32.0,1601.0,468.0,731.0,429.0,2.5568,NEAR OCEAN,292382.53
-117.08,32.57,9.0,6298.0,1512.0,4451.0,1456.0,2.569,NEAR OCEAN,135157.45
-121.83,40.69,14.0,821.0,170.0,477.0,129.0,3.15,INLAND,99168.89
-120.42,38.42,18.0,2912.0,663.0,999.0,411.0,2.7344,INLAND,117482.82
-117.88,34.13,33.0,3713.0,718.0,2106.0,720.0,4.0023,<1H OCEAN,196561.83
-122.45,37.74,46.0,6429.0,1093.0,2535.0,1109.0,5.0887,NEAR BAY,364860.47
-117.97,33.94,34.0,1632.0,263.0,690.0,268.0,5.5608,<1H OCEAN,266543.72
-117.02,32.67,20.0,1505.0,184.0,635.0,182.0,6.5772,NEAR OCEAN,264499.44
-117.33,33.97,8.0,152.0,19.0,1275.0,20.0,1.625,INLAND,115750.85
-118.35,33.87,34.0,2823.0,500.0,1429.0,483.0,5.5,<1H OCEAN,290267.44
-118.2,34.14,51.0,1941.0,378.0,1012.0,371.0,3.9375,<1H OCEAN,226479.7
-118.23,34.22,36.0,2288.0,439.0,1079.0,434.0,4.5486,<1H OCEAN,287178.38
-121.95,37.34,25.0,5236.0,1320.0,2529.0,1213.0,3.1702,<1H OCEAN,240777.27
-122.02,37.34,26.0,1992.0,328.0,980.0,342.0,6.2475,<1H OCEAN,310312.97
-121.36,38.66,14.0,756.0,141.0,424.0,155.0,3.6953,INLAND,130742.68
-116.95,33.86,1.0,6.0,2.0,8.0,2.0,1.625,INLAND,223242.72
-117.85,34.1,22.0,5179.0,944.0,2315.0,884.0,4.51,<1H OCEAN,259782.25
-118.01,33.84,35.0,4166.0,713.0,2354.0,709.0,5.1775,<1H OCEAN,215940.42
-118.3,33.82,26.0,2080.0,560.0,2096.0,506.0,2.8106,<1H OCEAN,194165.73
-121.8,37.26,16.0,1868.0,285.0,995.0,284.0,5.9053,<1H OCEAN,266952.38
-118.35,34.01,33.0,3246.0,601.0,1585.0,603.0,3.6629,<1H OCEAN,233958.27
-118.24,33.94,42.0,380.0,106.0,411.0,100.0,0.9705,<1H OCEAN,88905.695
-118.1,33.74,31.0,1310.0,342.0,563.0,310.0,4.6528,NEAR OCEAN,416010.72
-118.38,33.81,39.0,2400.0,373.0,877.0,372.0,5.7361,NEAR OCEAN,453307.66
-118.23,34.18,45.0,2332.0,,943.0,339.0,8.1132,<1H OCEAN,459812.66
-121.48,38.52,34.0,2561.0,497.0,1583.0,530.0,3.1583,INLAND,93296.305
-118.21,34.09,39.0,1287.0,353.0,1171.0,345.0,1.6118,<1H OCEAN,151443.86
-118.24,33.9,38.0,2055.0,442.0,1518.0,425.0,2.3382,<1H OCEAN,124026.89
-119.81,36.76,48.0,2059.0,388.0,834.0,405.0,2.9306,INLAND,87955.56
-117.09,34.01,37.0,106.0,18.0,27.0,12.0,4.0556,INLAND,141755.03
-121.02,37.71,25.0,207.0,41.0,87.0,43.0,3.6023,INLAND,172351.2
-122.42,37.75,52.0,2708.0,762.0,1460.0,741.0,2.9052,NEAR BAY,326530.9
-119.74,36.71,17.0,5872.0,1250.0,5034.0,1224.0,2.1905,INLAND,65506.695
-118.46,33.99,37.0,1828.0,460.0,1075.0,453.0,4.337,<1H OCEAN,328479.0
-117.57,34.07,4.0,2152.0,580.0,1083.0,441.0,3.1458,INLAND,149112.92
-118.44,34.26,34.0,1102.0,212.0,949.0,212.0,4.0792,<1H OCEAN,160074.8
-122.06,37.85,17.0,7475.0,1556.0,2092.0,1449.0,3.6437,NEAR BAY,262472.56
-123.17,39.18,14.0,2240.0,327.0,1030.0,308.0,5.9585,<1H OCEAN,250507.28
-122.25,37.47,35.0,3183.0,515.0,1313.0,487.0,5.9062,NEAR OCEAN,400784.06
-122.1,37.63,29.0,2172.0,435.0,1377.0,408.0,3.7895,NEAR BAY,172724.0
-117.79,33.75,26.0,2955.0,377.0,1074.0,373.0,9.3845,<1H OCEAN,446082.88
-122.27,41.23,40.0,1958.0,386.0,725.0,331.0,2.1898,INLAND,56484.32
-122.06,37.95,36.0,2213.0,386.0,950.0,370.0,4.7386,NEAR BAY,209909.7
-121.6,37.91,13.0,2479.0,394.0,1075.0,350.0,5.1017,INLAND,228497.14
-122.36,40.62,11.0,3896.0,886.0,1902.0,843.0,2.2905,INLAND,98025.18
-117.36,34.0,19.0,4592.0,895.0,2769.0,838.0,3.3622,INLAND,118808.71
-122.48,37.79,52.0,4683.0,1055.0,2246.0,975.0,4.1148,NEAR BAY,440677.78
-118.44,34.02,32.0,2242.0,490.0,921.0,461.0,4.0429,<1H OCEAN,438219.6
-118.36,33.98,46.0,1425.0,283.0,782.0,273.0,5.057,<1H OCEAN,224521.89
-122.29,37.91,38.0,2591.0,424.0,905.0,378.0,5.1691,NEAR BAY,309876.22
-117.26,33.86,16.0,1171.0,235.0,659.0,216.0,3.1103,INLAND,132723.31
-121.3,38.66,28.0,3391.0,550.0,1546.0,553.0,4.2188,INLAND,148915.08
-117.6,33.42,23.0,2482.0,461.0,1048.0,425.0,4.665,NEAR OCEAN,325154.6
-120.74,39.9,23.0,1017.0,218.0,387.0,152.0,2.2656,INLAND,62585.543
-117.97,34.11,18.0,123.0,28.0,121.0,26.0,3.0417,INLAND,250858.9
-118.11,34.12,52.0,2954.0,371.0,1152.0,347.0,11.5609,<1H OCEAN,515131.47
-117.18,32.81,19.0,6823.0,1509.0,3784.0,1509.0,3.1032,NEAR OCEAN,179899.06
-121.24,38.68,20.0,1402.0,236.0,676.0,236.0,3.7426,INLAND,130767.07
-117.98,33.75,27.0,2343.0,415.0,1537.0,426.0,5.1345,<1H OCEAN,204656.42
-118.93,34.18,18.0,2730.0,415.0,1248.0,412.0,6.187,<1H OCEAN,281455.34
-118.17,34.86,21.0,2370.0,540.0,1488.0,554.0,2.7361,INLAND,83445.516
-118.0,33.76,29.0,1982.0,503.0,1426.0,502.0,3.0263,<1H OCEAN,186638.47
-122.29,37.87,50.0,1829.0,536.0,1129.0,516.0,2.6684,NEAR BAY,191026.08
-119.04,34.34,35.0,462.0,90.0,334.0,96.0,5.3582,<1H OCEAN,304188.4
-119.86,36.8,18.0,2536.0,516.0,1196.0,466.0,2.5595,INLAND,81171.0
-121.66,36.67,40.0,2497.0,520.0,1275.0,508.0,3.1071,<1H OCEAN,182099.06
-122.45,37.77,52.0,3939.0,852.0,1737.0,797.0,4.5052,NEAR BAY,453874.3
-117.93,34.08,35.0,689.0,128.0,379.0,128.0,3.9583,<1H OCEAN,177783.84
-121.77,37.74,25.0,494.0,81.0,254.0,85.0,9.1531,INLAND,378536.03
-117.03,32.78,17.0,5481.0,1618.0,2957.0,1537.0,2.5707,<1H OCEAN,124242.04
-116.94,32.85,31.0,1293.0,232.0,599.0,228.0,4.7578,<1H OCEAN,192409.22
-117.42,34.02,9.0,5455.0,882.0,3015.0,858.0,4.2321,INLAND,146277.72
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,NEAR BAY,148870.89
-117.69,34.07,34.0,4055.0,739.0,2470.0,753.0,3.8586,INLAND,140733.9
-117.88,33.85,22.0,1105.0,241.0,971.0,249.0,3.1667,<1H OCEAN,177822.97
-117.25,33.38,16.0,3536.0,765.0,2007.0,687.0,3.0,<1H OCEAN,161936.22
-121.89,37.31,40.0,1844.0,340.0,719.0,305.0,3.3682,<1H OCEAN,268222.9
-122.01,37.39,26.0,2500.0,962.0,2374.0,879.0,3.5586,<1H OCEAN,208231.56
-122.68,38.45,36.0,1686.0,303.0,744.0,304.0,4.0139,<1H OCEAN,208075.31
-120.96,37.67,18.0,1442.0,229.0,538.0,220.0,4.2969,INLAND,188864.64
-122.46,37.76,52.0,1817.0,449.0,948.0,380.0,3.93,NEAR BAY,342545.06
-117.12,34.21,19.0,4641.0,994.0,1334.0,474.0,4.5972,INLAND,152004.81
-122.47,37.71,37.0,1046.0,251.0,822.0,239.0,3.5,NEAR OCEAN,236417.72
-121.9,38.01,34.0,3779.0,766.0,2356.0,722.0,3.5129,INLAND,108950.71
-121.99,37.39,25.0,3495.0,834.0,2484.0,797.0,4.8145,<1H OCEAN,218569.38
-118.93,36.1,19.0,2988.0,681.0,1654.0,576.0,2.3792,INLAND,72641.69
-118.29,33.92,23.0,2503.0,532.0,1735.0,505.0,2.7368,<1H OCEAN,155071.94
-121.28,37.97,47.0,2348.0,507.0,1455.0,479.0,1.65,INLAND,57015.832
-117.95,33.84,18.0,3418.0,815.0,1961.0,773.0,3.65,<1H OCEAN,200669.9
-122.37,37.94,40.0,1064.0,266.0,912.0,239.0,1.0521,NEAR BAY,84167.42
-117.89,33.88,33.0,1582.0,256.0,771.0,240.0,5.3836,<1H OCEAN,219493.5
-117.87,33.64,26.0,3521.0,455.0,1336.0,451.0,10.2849,<1H OCEAN,480661.22
-119.09,36.22,34.0,1715.0,290.0,780.0,297.0,3.4306,INLAND,104579.195
-117.22,32.83,31.0,2558.0,512.0,1164.0,492.0,3.4318,NEAR OCEAN,208326.2
-122.08,37.88,24.0,2059.0,462.0,410.0,294.0,2.3971,NEAR BAY,183389.25
-118.3,34.08,32.0,2880.0,1063.0,3646.0,1028.0,2.3846,<1H OCEAN,254321.89
-117.8,33.53,41.0,2017.0,489.0,783.0,403.0,4.1591,<1H OCEAN,477278.88
-121.37,38.68,35.0,1620.0,276.0,939.0,277.0,2.5542,INLAND,90056.63
-122.54,37.99,32.0,2236.0,348.0,818.0,330.0,7.3521,NEAR BAY,429079.38
-118.26,34.24,35.0,1535.0,283.0,816.0,287.0,6.1873,<1H OCEAN,295705.12
-121.27,38.65,25.0,2787.0,601.0,1247.0,522.0,2.9016,INLAND,127128.16
-121.48,38.56,46.0,1476.0,344.0,688.0,353.0,2.7316,INLAND,91228.78
-119.02,36.09,15.0,2234.0,415.0,1254.0,420.0,3.0234,INLAND,77679.5
-118.47,34.15,43.0,804.0,117.0,267.0,110.0,8.2269,<1H OCEAN,503345.6
-122.17,37.72,42.0,3008.0,659.0,1817.0,664.0,3.371,NEAR BAY,157386.88
-121.99,37.34,27.0,3353.0,653.0,1571.0,621.0,5.273,<1H OCEAN,311470.06
-117.07,32.57,14.0,1527.0,357.0,1224.0,363.0,2.7361,NEAR OCEAN,119511.266
-119.3,34.27,17.0,1527.0,503.0,688.0,423.0,1.6007,NEAR OCEAN,201153.62
-117.09,32.56,8.0,864.0,156.0,626.0,172.0,4.8984,NEAR OCEAN,155798.44
-118.16,34.06,25.0,4284.0,741.0,2163.0,701.0,6.1509,<1H OCEAN,327431.22
-118.12,33.81,37.0,1798.0,331.0,860.0,340.0,4.2143,<1H OCEAN,242159.36
-122.84,38.41,19.0,2191.0,391.0,1065.0,404.0,4.125,<1H OCEAN,236882.66
-118.08,34.02,14.0,3789.0,810.0,2551.0,793.0,2.9321,<1H OCEAN,179412.61
-122.39,40.53,28.0,1427.0,304.0,692.0,285.0,2.125,INLAND,68138.53
-117.75,33.95,13.0,984.0,127.0,364.0,119.0,7.5839,<1H OCEAN,320304.6
-122.21,37.77,52.0,745.0,153.0,473.0,149.0,2.6765,NEAR BAY,130996.96
-121.93,37.04,36.0,1522.0,230.0,677.0,206.0,5.8642,<1H OCEAN,324922.28
-122.11,37.41,33.0,1641.0,284.0,659.0,282.0,6.0884,NEAR BAY,413861.1
-117.66,34.02,12.0,5616.0,871.0,3019.0,782.0,5.5425,INLAND,185098.95
-121.89,39.71,26.0,2741.0,451.0,1217.0,437.0,3.7007,INLAND,104878.35
-117.98,33.72,24.0,2826.0,547.0,1738.0,546.0,6.0494,<1H OCEAN,238557.48
-121.82,37.36,34.0,1834.0,377.0,1450.0,347.0,3.7188,<1H OCEAN,178806.98
-122.25,37.85,52.0,1627.0,280.0,565.0,259.0,3.8462,NEAR BAY,291105.5
-117.99,33.94,30.0,2395.0,565.0,1214.0,521.0,3.7045,<1H OCEAN,213193.2
-122.28,37.87,52.0,1813.0,353.0,828.0,339.0,3.5625,NEAR BAY,202686.62
-115.6,33.04,31.0,314.0,61.0,152.0,56.0,3.3472,INLAND,79791.67
-121.44,38.61,34.0,172.0,38.0,149.0,55.0,2.6442,INLAND,118120.08
-117.27,34.45,8.0,6463.0,1095.0,3213.0,1031.0,3.2215,INLAND,108758.52
-121.04,37.69,5.0,9601.0,1639.0,4449.0,1575.0,4.5332,INLAND,175666.28
-118.3,34.17,30.0,48.0,14.0,74.0,16.0,5.0056,<1H OCEAN,271449.06
-117.81,34.12,23.0,7063.0,1176.0,3100.0,1112.0,4.8229,INLAND,242865.14
-119.7,34.41,19.0,2086.0,575.0,1701.0,530.0,2.8042,NEAR OCEAN,253001.7
-120.85,37.49,39.0,2840.0,733.0,2606.0,737.0,1.9429,INLAND,74808.305
-119.27,34.44,22.0,3527.0,711.0,1483.0,640.0,2.7019,<1H OCEAN,245407.12
-117.93,34.57,5.0,5613.0,1060.0,3569.0,999.0,3.1946,INLAND,110039.56
-117.74,34.04,27.0,2215.0,440.0,1987.0,449.0,3.0429,INLAND,119749.28
-121.42,37.73,2.0,2682.0,393.0,883.0,271.0,5.9934,INLAND,261355.67
-121.94,37.8,8.0,11336.0,1657.0,4089.0,1555.0,7.8287,<1H OCEAN,417119.06
-118.27,33.78,21.0,3354.0,1174.0,4426.0,1110.0,2.5262,<1H OCEAN,164966.0
-123.79,39.44,49.0,2290.0,482.0,1201.0,479.0,3.5,<1H OCEAN,136117.42
-121.42,38.51,21.0,3249.0,666.0,2611.0,663.0,1.9423,INLAND,80269.92
-119.93,35.2,29.0,1649.0,342.0,671.0,264.0,3.0602,INLAND,92468.66
-118.25,34.01,36.0,879.0,262.0,1034.0,236.0,1.2857,<1H OCEAN,107614.31
-118.41,34.02,19.0,4702.0,1472.0,2636.0,1334.0,3.3955,<1H OCEAN,340629.1
-118.37,34.11,42.0,5518.0,979.0,1863.0,957.0,8.5842,<1H OCEAN,526418.1
-122.22,37.79,44.0,1487.0,314.0,961.0,272.0,3.5156,NEAR BAY,154417.39
-121.92,36.61,27.0,3044.0,661.0,1229.0,618.0,3.1359,NEAR OCEAN,279502.38
-118.51,34.18,37.0,1893.0,365.0,911.0,324.0,4.8036,<1H OCEAN,253772.73
-121.18,38.07,21.0,2333.0,377.0,1073.0,332.0,4.8125,INLAND,172440.52
-118.24,33.95,40.0,1193.0,280.0,1210.0,286.0,1.35,<1H OCEAN,89933.26
-118.15,34.03,43.0,2006.0,472.0,1687.0,463.0,1.7991,<1H OCEAN,156755.5
-118.33,33.93,37.0,4916.0,1134.0,3533.0,1035.0,3.2862,<1H OCEAN,183521.38
-117.77,33.53,46.0,1033.0,223.0,462.0,224.0,3.2708,<1H OCEAN,303731.28
-122.47,37.75,45.0,2399.0,426.0,911.0,423.0,4.4312,NEAR BAY,341374.1
-118.12,33.91,35.0,620.0,122.0,381.0,124.0,3.7917,<1H OCEAN,180931.19
-117.21,33.93,4.0,10002.0,1468.0,5439.0,1397.0,5.0223,INLAND,155992.77
-118.36,34.22,37.0,1512.0,348.0,1545.0,351.0,3.7663,<1H OCEAN,164181.73
-121.36,38.6,35.0,1930.0,328.0,805.0,338.0,4.4643,INLAND,142303.64
-117.78,33.86,16.0,3471.0,708.0,1769.0,691.0,4.1064,<1H OCEAN,193367.31
-118.01,33.91,32.0,2722.0,571.0,2541.0,462.0,4.2305,<1H OCEAN,160452.06
-124.02,40.72,28.0,3513.0,634.0,1658.0,598.0,3.8095,<1H OCEAN,117108.53
-121.96,38.34,15.0,2857.0,373.0,1325.0,359.0,6.0252,INLAND,211080.61
